instrument,locale,key,english,extracted,flags,status
F1,bcl,val:Q130_DIFFICULT_BENEFIT_VS1:3,Human resources for health reforms,,empty,flagged
F1,bcl,item:Q133_MALASAKIT_WHY_OTHER_TXT,133. Why is the facility providing medical social welfare or assistance through Malasakit Centers or MAIFIP? — Other (specify) text,,label-condensed,flagged
F1,bcl,item:Q134_NO_MALASAKIT_WHY_OTHER_TXT,134. Why is the facility not providing medical social welfare or assistance through Malasakit Centers or MAIFIP? — Other (specify) text,,label-condensed,flagged
F1,bcl,val:ENUM_RESULT_FIRST_VISIT_VS1:4,Incomplete,,empty,flagged
F1,bcl,val:ENUM_RESULT_FINAL_VISIT_VS1:4,Incomplete,,empty,flagged
F1,bcl,val:ENUM_RESULT_FINAL_VISIT_PICK_VS1:4,Incomplete,,empty,flagged
F1,bcl,item:Q139_PHO_PROTOCOL_CLARITY,139. How clear are the protocols regarding which decisions require Provincial Health Office (PHO) approval versus those you can decide at the facility level?,Office approval versus those you can decide at the facility level? Paano kalinaw an mga protocol manungod sa kun arin na mga desisyon an nangangaipuhan nin pagtugot kan Provincial Health Office kumpara sa mga desisyong puwedeng gibuhon sa lebel kan pasilidad?,label-condensed,flagged
F1,bcl,vs:Q139_PHO_PROTOCOL_CLARITY_VS1,139. How clear are the protocols regarding which decisions require Provincial Health Office (PHO) approval versus those you can decide at the facility level?,Office approval versus those you can decide at the facility level? Paano kalinaw an mga protocol manungod sa kun arin na mga desisyon an nangangaipuhan nin pagtugot kan Provincial Health Office kumpara sa mga desisyong puwedeng gibuhon sa lebel kan pasilidad?,label-condensed,flagged
F1,bcl,item:Q142_SEND_REFERRAL_HOW_OTHER_TXT,142. What are the most common ways you send referrals to higher level facilities/specialists? — Other (specify) text,,label-condensed,flagged
F1,bcl,val:Q142_SEND_REFERRAL_HOW_VS1:02,E-referral,,empty,flagged
F1,bcl,val:Q146_RECEIVE_REFERRAL_HOW_VS1:02,E-referral,,empty,flagged
F1,bcl,item:Q143_REFERRAL_FORM_TYPE_OTHER_TXT,143. What type of referral form do you use to send to higher level facilities? — Other (specify) text,,label-condensed,flagged
F1,bcl,item:Q146_RECEIVE_REFERRAL_HOW_OTHER_TXT,"146. Of those referred, which of the following are the most common ways you receive referrals from lower-level health facilities? — Other (specify) text",,label-condensed,flagged
F1,bcl,val:Q147_EXTERNAL_SERVICES_GO_VS1:01,External laboratory,,empty,flagged
F1,bcl,item:Q148_REF_SATISFACTION,148. How would you rate your satisfaction with your current referral system?,Paano nindo ire-rate an saindong satisfaction sa kasalukuyang referral system? APPLY.nBASAHON AN MGA OPSYON,local-directive,flagged
F1,bcl,vs:Q148_REF_SATISFACTION_VS1,148. How would you rate your satisfaction with your current referral system?,Paano nindo ire-rate an saindong satisfaction sa kasalukuyang referral system? APPLY.nBASAHON AN MGA OPSYON,local-directive,flagged
F1,bcl,val:Q150_HR_CHALL_VS1:04,Multi-tasking,,empty,flagged
F1,bcl,val:Q152_PD_DOCTORS_VS1:01,Clinical audits,,empty,flagged
F1,bcl,val:Q152_PD_DOCTORS_VS1:02,Surgical audits,,empty,flagged
F1,bcl,val:Q152_PD_DOCTORS_VS1:03,Quality assurance meetings,,empty,flagged
F1,bcl,val:Q153_PD_NURSES_VS1:01,Quality assurance meetings,,empty,flagged
F1,bcl,val:Q83_NOT_RECEIVED_REASONS_VS1:02,Delays in facility's tracking of patient enrollment,Pagka-antala sa tracking kan patient enrollment,duplicate-label,flagged
F1,bcl,val:Q83_NOT_RECEIVED_REASONS_VS1:03,Difficulties in verifying patient enrollment (PhilHealth),Pagka-antala sa tracking kan patient enrollment,duplicate-label,flagged
F1,bcl,item:Q107_LIC_DAYS_NUM,107. How many days did it take you to receive the license? — No. of Days,,not-in-paper,flagged
F1,bcl,item:Q109_WHY_DIFF_PT_RIGHTS,109. Why was it difficult to comply with: Patient rights and organization ethics?,,not-in-paper,flagged
F1,bcl,vs:Q109_WHY_DIFF_PT_RIGHTS_VS1,109. Why was it difficult to comply with: Patient rights and organization ethics?,,not-in-paper,flagged
F1,bcl,item:Q109_WHY_DIFF_PT_RIGHTS_OTHER_TXT,109. Why was it difficult to comply with: Patient rights and organization ethics? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q110_WHY_DIFF_PT_CARE,110. Why was it difficult to comply with: Patient care?,,not-in-paper,flagged
F1,bcl,vs:Q110_WHY_DIFF_PT_CARE_VS1,110. Why was it difficult to comply with: Patient care?,,not-in-paper,flagged
F1,bcl,item:Q110_WHY_DIFF_PT_CARE_OTHER_TXT,110. Why was it difficult to comply with: Patient care? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q111_WHY_DIFF_LEADERSHIP,111. Why was it difficult to comply with: Leadership and management?,,not-in-paper,flagged
F1,bcl,vs:Q111_WHY_DIFF_LEADERSHIP_VS1,111. Why was it difficult to comply with: Leadership and management?,,not-in-paper,flagged
F1,bcl,item:Q111_WHY_DIFF_LEADERSHIP_OTHER_TXT,111. Why was it difficult to comply with: Leadership and management? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q112_WHY_DIFF_HRM,112. Why was it difficult to comply with: Human resource management?,,not-in-paper,flagged
F1,bcl,vs:Q112_WHY_DIFF_HRM_VS1,112. Why was it difficult to comply with: Human resource management?,,not-in-paper,flagged
F1,bcl,item:Q112_WHY_DIFF_HRM_OTHER_TXT,112. Why was it difficult to comply with: Human resource management? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q113_WHY_DIFF_INFO_MGMT,113. Why was it difficult to comply with: Information management?,,not-in-paper,flagged
F1,bcl,vs:Q113_WHY_DIFF_INFO_MGMT_VS1,113. Why was it difficult to comply with: Information management?,,not-in-paper,flagged
F1,bcl,item:Q113_WHY_DIFF_INFO_MGMT_OTHER_TXT,113. Why was it difficult to comply with: Information management? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q114_WHY_DIFF_SAFE,114. Why was it difficult to comply with: Safe practice and environment?,,not-in-paper,flagged
F1,bcl,vs:Q114_WHY_DIFF_SAFE_VS1,114. Why was it difficult to comply with: Safe practice and environment?,,not-in-paper,flagged
F1,bcl,item:Q114_WHY_DIFF_SAFE_OTHER_TXT,114. Why was it difficult to comply with: Safe practice and environment? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q115_WHY_DIFF_PERF,115. Why was it difficult to comply with: Improving performance?,,not-in-paper,flagged
F1,bcl,vs:Q115_WHY_DIFF_PERF_VS1,115. Why was it difficult to comply with: Improving performance?,,not-in-paper,flagged
F1,bcl,item:Q115_WHY_DIFF_PERF_OTHER_TXT,115. Why was it difficult to comply with: Improving performance? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q116_WHY_DIFF_PHYS_PLANT,116. Why was it difficult to comply with: Physical plant?,,not-in-paper,flagged
F1,bcl,vs:Q116_WHY_DIFF_PHYS_PLANT_VS1,116. Why was it difficult to comply with: Physical plant?,,not-in-paper,flagged
F1,bcl,item:Q116_WHY_DIFF_PHYS_PLANT_OTHER_TXT,116. Why was it difficult to comply with: Physical plant? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q117_WHY_DIFF_PRICE_INFO,117. Why was it difficult to comply with: Public access to price information?,,not-in-paper,flagged
F1,bcl,vs:Q117_WHY_DIFF_PRICE_INFO_VS1,117. Why was it difficult to comply with: Public access to price information?,,not-in-paper,flagged
F1,bcl,item:Q117_WHY_DIFF_PRICE_INFO_OTHER_TXT,117. Why was it difficult to comply with: Public access to price information? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q118_WHY_DIFF_EQUIPMENT,118. Why was it difficult to comply with: Equipment and instruments?,,not-in-paper,flagged
F1,bcl,vs:Q118_WHY_DIFF_EQUIPMENT_VS1,118. Why was it difficult to comply with: Equipment and instruments?,,not-in-paper,flagged
F1,bcl,item:Q118_WHY_DIFF_EQUIPMENT_OTHER_TXT,118. Why was it difficult to comply with: Equipment and instruments? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q119_WHY_DIFF_NAT_LAWS,119. Why was it difficult to comply with: National laws and DOH issuances implemented in hospitals and other health facilities?,,not-in-paper,flagged
F1,bcl,vs:Q119_WHY_DIFF_NAT_LAWS_VS1,119. Why was it difficult to comply with: National laws and DOH issuances implemented in hospitals and other health facilities?,,not-in-paper,flagged
F1,bcl,item:Q119_WHY_DIFF_NAT_LAWS_OTHER_TXT,119. Why was it difficult to comply with: National laws and DOH issuances implemented in hospitals and other health facilities? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q12_2_PHU_ROLE_OTHER_TXT,12.2. What is the main role of the public health unit? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q120_WHY_DIFF_EMERG_CART,120. Why was it difficult to comply with: Emergency Cart Contents?,,not-in-paper,flagged
F1,bcl,vs:Q120_WHY_DIFF_EMERG_CART_VS1,120. Why was it difficult to comply with: Emergency Cart Contents?,,not-in-paper,flagged
F1,bcl,item:Q120_WHY_DIFF_EMERG_CART_OTHER_TXT,120. Why was it difficult to comply with: Emergency Cart Contents? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q121_WHY_DIFF_ADDONS,121. Why was it difficult to comply with: Add-on services?,,not-in-paper,flagged
F1,bcl,vs:Q121_WHY_DIFF_ADDONS_VS1,121. Why was it difficult to comply with: Add-on services?,,not-in-paper,flagged
F1,bcl,item:Q121_WHY_DIFF_ADDONS_OTHER_TXT,121. Why was it difficult to comply with: Add-on services? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q13_2_HPU_ROLE_OTHER_TXT,13.2. What is the main role of the health promotion unit? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q131_DIFFICULT_REASON_OTHER_TXT,131. Why is this difficult to implement? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q136_LGU_SUPPORT_FORMS_OTHER_TXT,136. What forms of support do you receive? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q138_LGU_NOT_SAT_WHY_OTHER_TXT,138. Why not? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q149_NOT_SATISFIED_WHY_OTHER_TXT,149. Why are you not satisfied with the current referral system? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q150_HR_CHALL_OTHER_TXT,150. What challenges in human resources do you have? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q152_PD_DOCTORS_OTHER_TXT,152. What forms of professional development do you provide to your doctors? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q153_PD_NURSES_OTHER_TXT,153. What forms of professional development do you provide to your nurses? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q2_OTHER_TXT,2. What is your official designation at this health facility? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q22_OTHER_TXT,"22. If yes, how frequently has your facility submit these data? — Other (specify) text",,not-in-paper,flagged
F1,bcl,item:Q23_DATA_REPORTS_USED_OTHER_TXT,23. Which of the submitted reports are actually used for decision-making? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q30_1_UHC_ATTRIB_OTHER_TXT,"30.1. If yes, was it a result of the UHC Act enacted in 2019? (Under UHC, basic ward allocation is as follows: 90% for government general hospitals; 70% for government specialty hospitals, and 10% for private hospitals.) — Other (specify) text",,not-in-paper,flagged
F1,bcl,item:Q39_YK_SINCE_MONTH,"39. If yes, since when? Month",,not-in-paper,flagged
F1,bcl,item:Q39_YK_SINCE_YEAR,"39. If yes, since when? Year",,not-in-paper,flagged
F1,bcl,item:Q5_YEARS_AT_FACILITY,"5. In your current position, how many months/years have you worked at this health facility? Number of Years",,not-in-paper,flagged
F1,bcl,item:Q50_ACCRED_WAIT,50. How many days did you wait from application submission to accreditation approval?,,not-in-paper,flagged
F1,bcl,vs:Q50_ACCRED_WAIT_VS1,50. How many days did you wait from application submission to accreditation approval?,,not-in-paper,flagged
F1,bcl,item:Q50_ACCRED_WAIT_NUM,50. How many days did you wait from application submission to accreditation approval? — No. of Days,,not-in-paper,flagged
F1,bcl,item:Q51_APPLY_REASON_OTHER_TXT,51. Why did you apply to become a YAKAP/Konsulta provider? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q53_WHY_DIFF_PREVENTIVE,53. Why was it difficult to comply with: Ability to conduct preventive/screening services and health education?,,not-in-paper,flagged
F1,bcl,vs:Q53_WHY_DIFF_PREVENTIVE_VS1,53. Why was it difficult to comply with: Ability to conduct preventive/screening services and health education?,,not-in-paper,flagged
F1,bcl,item:Q53_WHY_DIFF_PREVENTIVE_OTHER_TXT,53. Why was it difficult to comply with: Ability to conduct preventive/screening services and health education? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q54_WHY_DIFF_LAB,54. Why was it difficult to comply with: Capability to provide services for required laboratory and radiologic services?,,not-in-paper,flagged
F1,bcl,vs:Q54_WHY_DIFF_LAB_VS1,54. Why was it difficult to comply with: Capability to provide services for required laboratory and radiologic services?,,not-in-paper,flagged
F1,bcl,item:Q54_WHY_DIFF_LAB_OTHER_TXT,54. Why was it difficult to comply with: Capability to provide services for required laboratory and radiologic services? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q55_WHY_DIFF_MEDS,55. Why was it difficult to comply with: Capability to dispense required medicines?,,not-in-paper,flagged
F1,bcl,vs:Q55_WHY_DIFF_MEDS_VS1,55. Why was it difficult to comply with: Capability to dispense required medicines?,,not-in-paper,flagged
F1,bcl,item:Q55_WHY_DIFF_MEDS_OTHER_TXT,55. Why was it difficult to comply with: Capability to dispense required medicines? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q56_WHY_DIFF_INFRA,56. Why was it difficult to comply with: General Infrastructure?,,not-in-paper,flagged
F1,bcl,vs:Q56_WHY_DIFF_INFRA_VS1,56. Why was it difficult to comply with: General Infrastructure?,,not-in-paper,flagged
F1,bcl,item:Q56_WHY_DIFF_INFRA_OTHER_TXT,56. Why was it difficult to comply with: General Infrastructure? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q57_WHY_DIFF_EQUIPMENT,57. Why was it difficult to comply with: Equipment and Supplies?,,not-in-paper,flagged
F1,bcl,vs:Q57_WHY_DIFF_EQUIPMENT_VS1,57. Why was it difficult to comply with: Equipment and Supplies?,,not-in-paper,flagged
F1,bcl,item:Q57_WHY_DIFF_EQUIPMENT_OTHER_TXT,57. Why was it difficult to comply with: Equipment and Supplies? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q58_WHY_DIFF_HR,58. Why was it difficult to comply with: Human resource?,,not-in-paper,flagged
F1,bcl,vs:Q58_WHY_DIFF_HR_VS1,58. Why was it difficult to comply with: Human resource?,,not-in-paper,flagged
F1,bcl,item:Q58_WHY_DIFF_HR_OTHER_TXT,58. Why was it difficult to comply with: Human resource? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q59_WHY_DIFF_HIS,59. Why was it difficult to comply with: Functional Health Information System?,,not-in-paper,flagged
F1,bcl,vs:Q59_WHY_DIFF_HIS_VS1,59. Why was it difficult to comply with: Functional Health Information System?,,not-in-paper,flagged
F1,bcl,item:Q59_WHY_DIFF_HIS_OTHER_TXT,59. Why was it difficult to comply with: Functional Health Information System? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q6_MONTHS_HEALTH,6. How many years have you worked in health-related position? Number of Months,,not-in-paper,flagged
F1,bcl,item:Q6_YEARS_HEALTH,6. How many years have you worked in health-related position? Number of Years,,not-in-paper,flagged
F1,bcl,item:Q60_WHY_DIFF_DOCS,60. Why was it difficult to comply with: Documentary requirements?,,not-in-paper,flagged
F1,bcl,vs:Q60_WHY_DIFF_DOCS_VS1,60. Why was it difficult to comply with: Documentary requirements?,,not-in-paper,flagged
F1,bcl,item:Q60_WHY_DIFF_DOCS_OTHER_TXT,60. Why was it difficult to comply with: Documentary requirements? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q61_WHY_DIFF_DOH_LIC,61. Why was it difficult to comply with: DOH Licensing requirements?,,not-in-paper,flagged
F1,bcl,vs:Q61_WHY_DIFF_DOH_LIC_VS1,61. Why was it difficult to comply with: DOH Licensing requirements?,,not-in-paper,flagged
F1,bcl,item:Q61_WHY_DIFF_DOH_LIC_OTHER_TXT,61. Why was it difficult to comply with: DOH Licensing requirements? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q65_ENROLL_CHALL_LIST_OTHER_TXT,65. What are the challenges you have faced? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q66_NOT_ACCRED_REASON_OTHER_TXT,"66. If not YAKAP/ Konsulta accredited, why are you not accredited? — Other (specify) text",,not-in-paper,flagged
F1,bcl,item:Q83_NOT_RECEIVED_REASONS_OTHER_TXT,83. Why not? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q85_PAYMENT_CHALL_LIST_OTHER_TXT,85. What were these challenges? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q90_OTHER_TXT,"90. If none, what is the primary reason? Other (specify)",,not-in-paper,flagged
F1,bcl,item:Q91_BUCAS_SERVICES_OTHER_TXT,91. What are the available services offered by your BUCAS Center? — Other (specify) text,,not-in-paper,flagged
F1,bcl,item:Q97_OTHER_TXT,"97. If no, what is the primary reason? Other (specify)",,not-in-paper,flagged
